South Africa,Australia,1384401,"Get cricket scorecard of 10th Match,  AUS vs SA, ICC Cricket World Cup 2023/24 at Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow dated October 12, 2023.",South Africa won by 134 runs,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow","ICC Cricket World Cup,Australia tour of India",2023/24,Quinton de Kock,ODI no. 4667,Richard Kettleborough,Chris Brown,Javagal Srinath,Joel WilsonDRS,Richard IllingworthDRS,12 October 2023,ODI,Australia,elected to field first,South Africa,10th,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
Afghanistan,India,1384400,"Get cricket scorecard of 9th Match,  IND vs AFG, ICC Cricket World Cup 2023/24 at Arun Jaitley Stadium, Delhi dated October 11, 2023.",India won by 8 wickets (with 90 balls remaining),"Arun Jaitley Stadium, Delhi",ICC Cricket World Cup,2023/24,Rohit Sharma,ODI no. 4666,Marais Erasmus,Sharfuddoula,Jeff Crowe,Michael GoughDRS,Paul ReiffelDRS,11 October 2023,ODI,Afghanistan,elected to bat first,India,9th,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
Sri Lanka,Pakistan,1384399,"Get cricket scorecard of 8th Match,  PAK vs SL, ICC Cricket World Cup 2023/24 at Rajiv Gandhi International Stadium, Uppal, Hyderabad dated October 10, 2023.",Pakistan won by 6 wickets (with 10 balls remaining),"Rajiv Gandhi International Stadium, Uppal, Hyderabad",ICC Cricket World Cup,2023/24,Mohammad Rizwan,ODI no. 4665,Nitin Menon,Rod Tucker,Andy Pycroft,Alex WharfDRS,Chris GaffaneyDRS,10 October 2023,ODI,Sri Lanka,elected to bat first,Pakistan,8th,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
England,Bangladesh,1384398,"Get cricket scorecard of 7th Match,  BAN vs ENG, ICC Cricket World Cup 2023/24 at Himachal Pradesh Cricket Association Stadium, Dharamsala dated October 10, 2023.",England won by 137 runs,"Himachal Pradesh Cricket Association Stadium, Dharamsala",ICC Cricket World Cup,2023/24,Dawid Malan,ODI no. 4664,Adrian Holdstock,Kumar Dharmasena,Javagal Srinath,Ahsan RazaDRS,Paul WilsonDRS,10 October 2023,ODI,Bangladesh,elected to field first,England,7th,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,odi_debut,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
New Zealand,Netherlands,1384397,"Get cricket scorecard of 6th Match,  NED vs NZ, ICC Cricket World Cup 2023/24 at Rajiv Gandhi International Stadium, Uppal, Hyderabad dated October 09, 2023.",New Zealand won by 99 runs,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",ICC Cricket World Cup,2023/24,Mitchell Santner,ODI no. 4663,"Sybrand Engelbrecht,Sybrand Engelbrecht",Joel Wilson,Nitin Menon,Andy Pycroft,Paul ReiffelDRS,Rod TuckerDRS,9 October 2023,ODI,Netherlands,elected to field first,New Zealand,6th,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
Australia,India,1384396,"Get cricket scorecard of 5th Match,  IND vs AUS, ICC Cricket World Cup 2023/24 at MA Chidambaram Stadium, Chepauk, Chennai dated October 08, 2023.",India won by 6 wickets (with 52 balls remaining),"MA Chidambaram Stadium, Chepauk, Chennai","ICC Cricket World Cup,Australia tour of India",2023/24,KL Rahul,ODI no. 4662,Chris Brown,Adrian Holdstock,Richie Richardson,Chris GaffaneyDRS,Richard KettleboroughDRS,8 October 2023,ODI,Australia,elected to bat first,India,5th,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
South Africa,Sri Lanka,1384395,"Get cricket scorecard of 4th Match,  SA vs SL, ICC Cricket World Cup 2023/24 at Arun Jaitley Stadium, Delhi dated October 07, 2023.",South Africa won by 102 runs,"Arun Jaitley Stadium, Delhi",ICC Cricket World Cup,2023/24,Aiden Markram,ODI no. 4661,Michael Gough,Alex Wharf,Javagal Srinath,Richard IllingworthDRS,SharfuddoulaDRS,7 October 2023,ODI,Sri Lanka,elected to field first,South Africa,4th,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
Afghanistan,Bangladesh,1384394,"Get cricket scorecard of 3rd Match,  AFG vs BAN, ICC Cricket World Cup 2023/24 at Himachal Pradesh Cricket Association Stadium, Dharamsala dated October 07, 2023.",Bangladesh won by 6 wickets (with 92 balls remaining),"Himachal Pradesh Cricket Association Stadium, Dharamsala",ICC Cricket World Cup,2023/24,Mehidy Hasan Miraz,ODI no. 4660,Ahsan Raza,Marais Erasmus,Andy Pycroft,Joel WilsonDRS,Kumar DharmasenaDRS,7 October 2023,ODI,Bangladesh,elected to field first,Bangladesh,3rd,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
Pakistan,Netherlands,1384393,"Get cricket scorecard of 2nd Match,  NED vs PAK, ICC Cricket World Cup 2023/24 at Rajiv Gandhi International Stadium, Uppal, Hyderabad dated October 06, 2023.",Pakistan won by 81 runs,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",ICC Cricket World Cup,2023/24,Saud Shakeel,ODI no. 4659,Rod Tucker,Paul Reiffel,Jeff Crowe,Adrian HoldstockDRS,Chris BrownDRS,6 October 2023,ODI,Netherlands,elected to field first,Pakistan,2nd,Match
team_a,team_b,scorecard_id,description,match_result,stadium,series,season,player_of_the_match,match_number,tv_umpire,reserve_umpire,match_referee,standing_umpire1,standing_umpire2,match_date,match_format,toss_won,toss_decision,winner,match_count,match_type
England,New Zealand,1384392,"Get cricket scorecard of 1st Match,  ENG vs NZ, ICC Cricket World Cup 2023/24 at Narendra Modi Stadium, Ahmedabad dated October 05, 2023.",New Zealand won by 9 wickets (with 82 balls remaining),"Narendra Modi Stadium, Ahmedabad",ICC Cricket World Cup,2023/24,Rachin Ravindra,ODI no. 4658,Paul Wilson,Sharfuddoula,Javagal Srinath,Kumar DharmasenaDRS,Nitin MenonDRS,5 October 2023,ODI,New Zealand,elected to field first,New Zealand,1st,Match
